Candidate,Party,Criminal Cases,Education,Age,City
Namdeo Anandrao Kannake,CPI,0,Graduate,55,GADCHIROLI CHIMUR
Ramrao Govinda Nannaware,BSP,0,Graduate,47,GADCHIROLI CHIMUR
Satish Gokuldas Pendam,AITC,0,Graduate Professional,0,GADCHIROLI CHIMUR
Vinod Ankush Nannaware,SP,0,10th Pass,36,GADCHIROLI CHIMUR
Raju Shetty,Swabhimani Paksha, 12 ,10th Pass,46,HATKANANGLE
Awade Kallappa Baburao,INC,0,10th Pass,82,HATKANANGLE
Digambar Alias Gabbar Sudam Sakat,Bharipa Bahujan Mahasangha,0,5th Pass,34,HATKANANGLE
Kamble Chandrakant Tukaram,BSP,0,10th Pass,39,HATKANANGLE
Kamble Sukumar Dattu,IND,0,Post Graduate,53,HATKANANGLE
Mane Arvind Bhiva,IND,0,12th Pass,48,HATKANANGLE
Patil S R Tatya,IND,0,Graduate Professional,78,HATKANANGLE
Raghunathdada Patil,AAP, 4 ,Graduate,63,HATKANANGLE
Shaikh Shabbir Nabi,Maharashtra Parivartan Sena (T),0,Literate,40,HATKANANGLE
Sureshdada Patil,IND,0,Graduate,48,HATKANANGLE
Sushant Santosh Dige,IND,0,12th Pass,31,HATKANANGLE
Thorat Anandrao Tukaram,IND,0,Graduate,51,HATKANANGLE
Yuvraj Shivaji Kamble,IND,0,8th Pass,31,HATKANANGLE
Rajeev Shankarrao Satav,INC,0,Graduate Professional,39,HINGOLI
D.b.naik,CPI(M), 1 ,Graduate,47,HINGOLI
Deshmukh Balasaheb Desai,IND,0,Not Given,45,HINGOLI
Devji Gangaram Asole,IND,0,Graduate Professional,60,HINGOLI
Dhabe Uttam Maroti,IND,0,Literate,55,HINGOLI
Ghunnar Prakash Vitthalrao,IND,0,12th Pass,55,HINGOLI
Jadhav Chunnilal Mohan,BSP,0,Graduate Professional,44,HINGOLI
Naikwade Digambar Gunaji,IND,0,5th Pass,60,HINGOLI
Principal Dr.vithal Namdeorao Kadam,AAP,0,Doctorate,59,HINGOLI
Ramrao Harising Rathod,Bharipa Bahujan Mahasangha, 1 ,10th Pass,62,HINGOLI
Santosh Namdeorao Sagne,Awami Vikas Party,0,Others,38,HINGOLI
Satav Atmaram Raghoji,IND,0,8th Pass,42,HINGOLI
Satav Raju Shankar,IND, 1 ,Literate,38,HINGOLI
Shaikh Nayeem Shaikhlal,SP,0,12th Pass,48,HINGOLI
Suraj Vishwanath Kondarwad,IND,0,Graduate Professional,35,HINGOLI
Suryawanshi Ashok Bhagwanrao,IND,0,Graduate Professional,55,HINGOLI
Uttam Rathod,IND,0,12th Pass,59,HINGOLI
Uttamrao Pandurang Rathod,Bahujan Mukti Party,0,Graduate Professional,61,HINGOLI
Wankhede Subhash,IND,0,5th Pass,45,HINGOLI
Wankhede Subhash Bapurao,SHS, 1 ,10th Pass,51,HINGOLI
Wankhede Subhash Nagorao,JD(U), 1 ,5th Pass,53,HINGOLI
Patil Ashok Tapiram,BJP,0,Graduate,52,JALGAON
Abrar Beg Sarvar Beg Mirza,RPI,0,8th Pass,28,JALGAON
Adv.shinde Ashok Dagdu,Prabuddha Republican Party,0,Post Graduate,32,JALGAON
Ashok Tarachand Patil,IND,0,Literate,55,JALGAON
Bagul Vedu Tanaji,BSP,0,Literate,56,JALGAON
Bahadur Ragib Ahamed,SP,0,Post Graduate,36,JALGAON
Deshmukh Iqbal A. Rehman,IND,0,5th Pass,47,JALGAON
Dr.mubeen Ahmad,IND, 1 ,Others,47,JALGAON
Dr.satish Bhaskarrao Patil,NCP, 1 ,Graduate,58,JALGAON
Ishwar Dayaram More,Bahujan Mukti Party, 2 ,Graduate,50,JALGAON
Lalit Gaurishankar Sharma,IND,0,10th Pass,30,JALGAON
Mango Pundlik Pagare,Rashtravadi Janata Party,0,Doctorate,48,JALGAON
Patil Sandeep Yuvraj,IND,0,12th Pass,28,JALGAON
Patil Sangram Gokulsingh,AAP,0,Post Graduate,37,JALGAON
Patil Suresh Padurang,Hindustan Janta Party,0,10th Pass,55,JALGAON
"Satish Bhaskar Patil (mudi Pra Dangri, Tal.amalner)",IND,0,12th Pass,27,JALGAON
"Satish Bhaskar Patil (nandgaon Bk, Tal.erandol)",IND,0,Not Given,28,JALGAON
"Satish Bhaskar Patil (varkhedi, Tal.erandol)",IND,0,5th Pass,30,JALGAON
Sau.asha Sahebrao Patil,Maharashtra Parivartan Sena (T),0,12th Pass,38,JALGAON
Vijay Bhimrao Nikam,IND,0,12th Pass,25,JALGAON
Danve Raosaheb Dadarao,BJP, 4 ,Graduate,60,JALNA
Ad. Mahesh Vitthalrao Kharat,IND,0,Post Graduate,41,JALNA
Agrawal Kunjbihari Jugalkishor,SP, 4 ,Graduate,55,JALNA
Ashok Vitthal Sonwane,IND, 1 ,Graduate,45,JALNA
Autade Vilas Keshavrao,INC, 1 ,12th Pass,45,JALNA
Babasaheb Patil Shinde,IND,0,10th Pass,58,JALNA
Kakarwal Pratapsing Mahajan,IND,0,Graduate,30,JALNA
Karande Ganesh Navnathrao,IND,0,Post Graduate,28,JALNA
M. Javed A. Wahab,IND,0,12th Pass,29,JALNA
Mhaske Dilip Datta,AAP,0,Post Graduate,46,JALNA
Mirza Afsar Beg,Welfare Party Of India,0,5th Pass,52,JALNA
Mohammad Asad Shaikh Ahemad,Minorities Democratic Party,0,8th Pass,63,JALNA
Nade Dnyaneshwar Dagduji,IND,0,8th Pass,43,JALNA
Rambhau Vitthal Chinchore,IND,0,10th Pass,65,JALNA
Rathod Ramesh Lalsing,Bahujan Mukti Party,0,10th Pass,34,JALNA
Sanjay Nivrutti Hivrale,Ambedkar National Congress,0,8th Pass,36,JALNA
Sapkal Lilabai Dharma,IND,0,Not Given,46,JALNA
Sayyad Husain Ahmad,IND,0,Literate,45,JALNA
Ugle Ram Haribhau,Rashtriya Sant Sandesh Party,0,10th Pass,51,JALNA
Unge Rambhau Kundlik,IND,0,Post Graduate,39,JALNA
Vitthal Sahebrao Shelke,Ambedkarite Party of India,0,Post Graduate,29,JALNA
Wankhede Sharadchandra Ganapatrao,BSP, 1 ,Post Graduate,60,JALNA
Dr.shrikant Eknath Shinde,SHS,0,Graduate Professional,27,KALYAN
Anand Prakash Pranjape,NCP, 4 ,Post Graduate,40,KALYAN
Anil Motiram More,Bahujan Mukti Party,0,Graduate Professional,52,KALYAN
Asmita Pushkar Puranik,IND,0,12th Pass,35,KALYAN
Belamkar Milind Chandrakant,Lok Bharati,0,10th Pass,50,KALYAN
Dilip Prabhakar Aloni,IND, 1 ,Post Graduate,58,KALYAN
Hameed Mohammad Gulamhussain Sayyed,SP,0,8th Pass,40,KALYAN
Khan Mohammed Ahmed,IND, 5 ,10th Pass,48,KALYAN
Kiratkar Dayanand Tulshiram,BSP, 1 ,12th Pass,52,KALYAN
Mote Chandrakant Rambhaji,IND,0,10th Pass,52,KALYAN
Naresh Arvind Thakur,AAP,0,Post Graduate,29,KALYAN
Patil Pramod Ratan,MNS,0,10th Pass,39,KALYAN
Prakash Shamrao Telgote,IND,0,10th Pass,43,KALYAN
Rasal Shashikant Dada,IND,0,8th Pass,39,KALYAN
Shamu Ramu Bhosale,Bharipa Bahujan Mahasangha,0,10th Pass,61,KALYAN
Shiva Krishnamurthy Iyar,IND,0,Post Graduate,51,KALYAN
Sonkamble Sulochana Dharmendra,Republican Bahujan Sena, 1 ,Literate,47,KALYAN
Sudhakar Narayan Shinde,Ambedkarite Party of India, 1 ,Post Graduate,60,KALYAN
Dhananjay Bhimrao Mahadik,NCP, 1 ,Graduate,42,KOLHAPUR
Atul Prasannakumar Dighe,Bharipa Bahujan Mahasangha, 3 ,Post Graduate,55,KOLHAPUR
Jeevan Alias C.a.patil,IND,0,Graduate,43,KOLHAPUR
Kamble Dayanand Vasant,Bahujan Mukti Party,0,Graduate Professional,35,KOLHAPUR
Kamble Sukumar Dattu,IND,0,Post Graduate,53,KOLHAPUR
Kurane Ajay Prakash,BSP,0,Graduate,39,KOLHAPUR
Mhamane Anil Subhash,IND, 1 ,Post Graduate,34,KOLHAPUR
Narayan Gundu Powar,AAP, 6 ,12th Pass,41,KOLHAPUR
Pandurang Tukaram Chougale,IND,0,8th Pass,68,KOLHAPUR
Patil Bajrang Krishna,IND,0,10th Pass,44,KOLHAPUR
Sampatrao Shamrao Pawar Patil,Peasants And Workers Party of India, 2 ,Graduate,67,KOLHAPUR
Sandeep Gundopant Sankpal,IND,0,10th Pass,32,KOLHAPUR
Sanjay Sadashiv Mandalik,SHS,0,Post Graduate,49,KOLHAPUR
Sheregar Chetan Venkatesh,IND,0,12th Pass,34,KOLHAPUR
Yashwant Balkrushna Joshi,IND,0,10th Pass,59,KOLHAPUR
Gaikwad Sunil Baliram,BJP,0,Doctorate,43,LATUR
Balaji Dnyanoba Kamble,SP,0,Post Graduate,44,LATUR
Bansode Dattatray Gunderao,INC,0,Post Graduate,68,LATUR
Bharat Damodar Londhe,IND,0,Graduate,36,LATUR
Bharat Maroti Kadam,Ambedkarite Party of India,0,10th Pass,32,LATUR
Dipratna Prabhakarrao Nilangekar,AAP,0,Post Graduate,39,LATUR
Gajanan Pandurang Mane,IND,0,Not Given,47,LATUR
Gajendra Limbaji Avghade,IND,0,12th Pass,53,LATUR
Jaripatke Dnyanoba Sopanrao,IND,0,Graduate,55,LATUR
Jogdand Fakira Vaijnath,IND,0,Graduate,45,LATUR
Kamble Deepak Arvind,BSP,0,12th Pass,32,LATUR
Kamble Milind Haribhau,IND,0,10th Pass,45,LATUR
Padmakar Kondiba Ovhal,IND,0,Literate,42,LATUR
Rajkumar Bhimrao Chandanshive,IND,0,8th Pass,48,LATUR
Shinde Sudhir Shripatrao,IND,0,Graduate Professional,0,LATUR
Shivkhandeshwar Narayan Dahge,Bharatiya Jawala Shakti Paksha,0,10th Pass,56,LATUR
Suryawansi Sidharth Tukaram,Bahujan Mukti Party,0,Doctorate,54,LATUR
Udare Minakshi Mahadev,IND,0,Graduate,42,LATUR
Mohite Patil Vijaysinh Shankarrao,NCP, 1 ,10th Pass,69,MADHA
Adv. Savita Balkrishna Shinde,AAP,0,Graduate Professional,38,MADHA
Adv.subhash Balasaheb Patil (anna),Bahujan Mukti Party, 1 ,Post Graduate,65,MADHA
Baliram Sukhdev More,IND,0,Others,0,MADHA
Bansode Kundan Fulchand,BSP,0,5th Pass,44,MADHA
Bhajanlal Yashvant Nimgaonkar,IND,0,Graduate Professional,59,MADHA
Dagadu Manik Pawar,IND,0,5th Pass,59,MADHA
Devkate Somanath Alias Someshwar Chandrakant,IND, 1 ,5th Pass,40,MADHA
Dr.bhise Indrakumar Devrao,IND,0,Graduate Professional,47,MADHA
Dr.pramod Ramchandra Gawade,IND,0,Doctorate,34,MADHA
Jadhav Sunil Gunda,IND,0,8th Pass,32,MADHA
Jagtap Nitin Maruti,IND,0,8th Pass,32,MADHA
Mohite-patil Pratapsinh Shankarrao,IND, 1 ,Graduate,58,MADHA
Nagamani Kisan Jakkan,IND,0,5th Pass,50,MADHA
Navanath Bhimrao Patil,Hindusthan Praja Paksha, 1 ,Graduate,26,MADHA
Pol Sudhir Arjun,IND,0,12th Pass,45,MADHA
Prafull Shivrao Kadam,IND,0,Post Graduate,36,MADHA
Rohit Ramrushna More,IND,0,Graduate Professional,31,MADHA
Sadabhau Ramchandra Khot,Swabhimani Paksha, 14 ,5th Pass,48,MADHA
Sathi Bashir Ahmed Bashamiyan Shaikh,IND,0,Literate,48,MADHA
Shaikh Shahajan Paigambar,IND,0,5th Pass,40,MADHA
Sunita Mohan Tupsoundrya,IND,0,Graduate,43,MADHA
Suresh Shamrao Ghadge,AITC,0,Literate,40,MADHA
Walke Vikram Vasudeo,IND, 1 ,5th Pass,31,MADHA
Barne Shrirang Chandu,SHS, 2 ,8th Pass,50,MAVAL
Abhijit Anil Apte,IND,0,12th Pass,38,MAVAL
Barne Shrirang Chimaji,JD(U),0,Literate,55,MAVAL
Bhapkar Maruti Sahebrao,AAP, 18 ,12th Pass,43,MAVAL
Bhimrao Anna Kadale,IND,0,10th Pass,35,MAVAL
Gaikwad Texas Bhausaheb,BSP,0,Graduate Professional,66,MAVAL
Gharat Santosh Rohidas,Bahujan Mukti Party,0,8th Pass,38,MAVAL
Jagtap Laxman Murlidhar,IND,0,8th Pass,34,MAVAL
Jagtap Laxman Pandurang,Peasants And Workers Party of India, 3 ,10th Pass,51,MAVAL
Jagtap Laxman Sitaram,IND,0,5th Pass,55,MAVAL
Manuel Sabino D'souza,IND,0,Graduate,50,MAVAL
Nanaware Pramod Mahadeo,IND,0,Graduate,33,MAVAL
Narwekar Rahul Suresh,NCP,0,Graduate Professional,37,MAVAL
Rajendra Maruti Kate,IND,0,Graduate,48,MAVAL
Ravindra Kashinath Patil,IND, 1 ,Graduate Professional,45,MAVAL
Shaikh Nurjaha Yasin,IND,0,8th Pass,40,MAVAL
Sima Dharmanna Manikadi,Prabuddha Republican Party,0,5th Pass,26,MAVAL
Subhash Gopalrao Bodhe,IND,0,8th Pass,67,MAVAL
Vaishali Surendra Borde	,IND,0,Graduate Professional,30,MAVAL
Gopal Chinayya Shetty,BJP, 10 ,5th Pass,60,MUMBAI NORTH
Arjun Balu Arde,Ambedkarite Party of India,0,10th Pass,58,MUMBAI NORTH
Arjun Chaudhary,IND,0,8th Pass,40,MUMBAI NORTH
Dinesh Shah,Sardar Vallabhbhai Patel Party,0,Graduate,56,MUMBAI NORTH
Gondane Divakar Laxman,Bharipa Bahujan Mahasangha, 1 ,Graduate,47,MUMBAI NORTH
Haji Akhtar Paperwala,IND,0,10th Pass,58,MUMBAI NORTH
Kapil Kantilal Soni,IND,0,Post Graduate,35,MUMBAI NORTH
Milind Shankar Repe,IND,0,Graduate,52,MUMBAI NORTH
Mohammad Akhtar Mehboob Shaikh,Prabuddha Republican Party,0,8th Pass,44,MUMBAI NORTH
Nitin Ravindra Rajvardhan,Bahujan Mukti Party,0,10th Pass,31,MUMBAI NORTH
Prabhakaran G. Titus,Peoples Party of India(secular),0,10th Pass,42,MUMBAI NORTH
Prashant Narsinh Kharatmal,IND,0,10th Pass,41,MUMBAI NORTH
Sakharam Pandurang Dunghav,Maharashtra Parivartan Sena (T),0,10th Pass,50,MUMBAI NORTH
Sanjay Nirupam,INC, 9 ,Graduate,49,MUMBAI NORTH
Satish Parasmal Jain,AAP,0,Graduate,45,MUMBAI NORTH
Satyavijay Vithoba Chavan,IND,0,8th Pass,60,MUMBAI NORTH
Shaikh Fateh Mohammad,IND, 4 ,5th Pass,43,MUMBAI NORTH
Singh Ashok Chandrapal,BSP,0,Graduate,50,MUMBAI NORTH
Subodh G. Ranjan,IND,0,12th Pass,39,MUMBAI NORTH
Thorat Sunil Uttamrao,AIFB,0,Graduate,42,MUMBAI NORTH
Yadav Kamlesh Shobhnath,SP, 4 ,10th Pass,47,MUMBAI NORTH
Poonam Mahajan Alias Poonam Vajendla Rao,BJP,0,Others,33,MUMBAI NORTH CENTRAL
Abu Farhan Azmi,SP,0,12th Pass,33,MUMBAI NORTH CENTRAL
Ashok Kisan Lokhande,RPI,0,8th Pass,41,MUMBAI NORTH CENTRAL
Azimuddin Khan,The Lok Party of India, 1 ,Graduate,42,MUMBAI NORTH CENTRAL
Birje Hemant Anant,AIFB,0,Graduate,53,MUMBAI NORTH CENTRAL
Chawan Suryakant Gangaram,IND,0,8th Pass,48,MUMBAI NORTH CENTRAL
Dinesh Phulsing Rathod,IND,0,10th Pass,39,MUMBAI NORTH CENTRAL
Dutt Priya Sunil,INC,0,Graduate,48,MUMBAI NORTH CENTRAL
Francis Lawrence Fernandes,IND,0,Graduate,52,MUMBAI NORTH CENTRAL
Gupta Kanhaiyalal Rajaram,IND,0,5th Pass,45,MUMBAI NORTH CENTRAL
Meher A. Mallick,Bahujan Mukti Party,0,Post Graduate,41,MUMBAI NORTH CENTRAL
Minakshi Mukund Jadhav,IND,0,5th Pass,49,MUMBAI NORTH CENTRAL
Mohammed Rafik Hussain Shaikh,National Loktantrik Party,0,5th Pass,55,MUMBAI NORTH CENTRAL
Niyaz Ahmed Allauddin Shaikh,Awami Vikas Party,0,8th Pass,57,MUMBAI NORTH CENTRAL
Phiroze Palkhivala,AAP,0,Graduate Professional,47,MUMBAI NORTH CENTRAL
Sanju Verma,IND,0,Post Graduate,43,MUMBAI NORTH CENTRAL
Shinde Anand Vyankatrao,BSP,0,10th Pass,50,MUMBAI NORTH CENTRAL
Shital Kumar Jain,IND,0,10th Pass,41,MUMBAI NORTH CENTRAL
Suresh Giga Dabhi,IND,0,Literate,43,MUMBAI NORTH CENTRAL
Umesh Sonba Avhad,Maharashtra Parivartan Sena (T),0,10th Pass,34,MUMBAI NORTH CENTRAL
Upesh M. Baria,IND,0,Post Graduate,32,MUMBAI NORTH CENTRAL
Kirit Somaiya,BJP, 10 ,Doctorate,60,MUMBAI NORTH EAST
Ananda Sakharam Bhalerao,IND,0,10th Pass,60,MUMBAI NORTH EAST
Bansode Dilip Bapu,IND,0,10th Pass,53,MUMBAI NORTH EAST
Deepak Digambar Shinde,IND,0,Post Graduate,37,MUMBAI NORTH EAST
Dv. Amarsen Baburao Babar,IND,0,Doctorate,37,MUMBAI NORTH EAST
Firoz Ahmed Siddiqui,IND,0,8th Pass,33,MUMBAI NORTH EAST
Hayat Abdullah Shaikh,IUML,0,Illiterate,45,MUMBAI NORTH EAST
Khan Shamim Banu,IND,0,5th Pass,42,MUMBAI NORTH EAST
Matchindra Hanumantrao Chate,BSP, 1 ,Graduate Professional,49,MUMBAI NORTH EAST
Medha Patkar,AAP, 9 ,Post Graduate,59,MUMBAI NORTH EAST
Prakash Sadashiv Pancharas,Maharashtra Parivartan Sena (T),0,5th Pass,50,MUMBAI NORTH EAST
Prashant Dnyaneshwar Gangawane,Prabuddha Republican Party, 3 ,Post Graduate,31,MUMBAI NORTH EAST
Prof. Avinash Dolas,Bharipa Bahujan Mahasangha,0,Post Graduate,64,MUMBAI NORTH EAST
Sabir Mehandi Hasan,IND,0,5th Pass,40,MUMBAI NORTH EAST
Sanjay Dina Patil,NCP, 3 ,Graduate,45,MUMBAI NORTH EAST
Sanjay Saoji Deshpande,IND,0,10th Pass,49,MUMBAI NORTH EAST
Sayed Gulamhusain Amirhamza,RPI,0,Graduate,35,MUMBAI NORTH EAST
Tukaram Baburao Mane,Bahujan Mukti Party,0,Others,56,MUMBAI NORTH EAST
Tupsoundarya Sunita Mohan,IND,0,12th Pass,43,MUMBAI NORTH EAST
Gajanan Chandrakant Kirtikar,SHS,0,Graduate,70,MUMBAI NORTH WEST
Bhole Pushpa Milind,BSP, 2 ,Graduate Professional,44,MUMBAI NORTH WEST
Kamat Gurudas Vasant,INC,0,Graduate Professional,59,MUMBAI NORTH WEST
Mahesh Waman Manjrekar,MNS,0,12th Pass,55,MUMBAI NORTH WEST
Mangesh Madhukar Humne,Bahujan Mukti Party,0,Graduate Professional,38,MUMBAI NORTH WEST
Mayank Ramesh Gandhi,AAP,0,Graduate,55,MUMBAI NORTH WEST
Mohan Galvankar,The Lok Party of India,0,Graduate Professional,65,MUMBAI NORTH WEST
Nitin H. Khare,IND,0,Graduate Professional,34,MUMBAI NORTH WEST
Pratik Prabhakar Toraskar,IND,0,Graduate,25,MUMBAI NORTH WEST
Pravin Chandrakant Kaurpuriya,Hindustan Swaraj Congress Party,0,Graduate Professional,39,MUMBAI NORTH WEST
Rakhi Sawant,Rashtriya Aam Party, 1 ,Illiterate,36,MUMBAI NORTH WEST
Rina Mahendrakumar Zaveri,IND,0,Graduate Professional,35,MUMBAI NORTH WEST
Sonkamble Gajanan Tukaram,IND,0,12th Pass,29,MUMBAI NORTH WEST
Vijayanand Shankarrao Shinde,Hindusthan Nirman Dal,0,Graduate Professional,58,MUMBAI NORTH WEST
Sawant Arvind Ganpat,SHS, 1 ,Graduate,62,MUMBAI SOUTH
Abdul Basit Ibrahim Faith,IND,0,Graduate,43,MUMBAI SOUTH
Abdul Latif Abdul Kadir Shaikh,IND, 3 ,8th Pass,50,MUMBAI SOUTH
Bala Dagadu Nandgaonkar,MNS, 8 ,10th Pass,56,MUMBAI SOUTH
Deora Milind Murli,INC,0,Graduate,38,MUMBAI SOUTH
Desai Rajendra Daulat,IND,0,8th Pass,53,MUMBAI SOUTH
Jaheda Mohammad Haneef Shaikh,IND,0,8th Pass,41,MUMBAI SOUTH
Jitendra Kamabhai Kataria,IND,0,Graduate,49,MUMBAI SOUTH
Kalim Khurshid Baig Mirza,The Lok Party of India,0,5th Pass,41,MUMBAI SOUTH
Khan Abdus Salam Kasmi,BSP,0,Others,56,MUMBAI SOUTH
Meera Ashish Sanyal,AAP,0,Post Graduate,52,MUMBAI SOUTH
Omraj Lokish Rathod,IND,0,Graduate Professional,37,MUMBAI SOUTH
Prakash Gangaram Reddy,CPI, 1 ,Graduate Professional,63,MUMBAI SOUTH
Ratan Devram Bodake,IND,0,10th Pass,61,MUMBAI SOUTH
Sachin Narayan Pawar,Bahujan Mukti Party,0,12th Pass,37,MUMBAI SOUTH
Santan Daigo Farnandis,IND,0,12th Pass,31,MUMBAI SOUTH
Shahzad Shamsher Khan Pathan,Awami Vikas Party,0,Graduate,32,MUMBAI SOUTH
Shankar Gangadhar Sonawane,IND,0,10th Pass,46,MUMBAI SOUTH
Sharma Gaurav Shrinivas,IND,0,8th Pass,31,MUMBAI SOUTH
Shehbaj Allahuddin Rathod,Jai Maha Bharath Party,0,5th Pass,43,MUMBAI SOUTH
Shewale Rahul Ramesh,SHS, 1 ,Others,41,MUMBAI SOUTH CENTRAL
Abbas Hussain Shaikh,SP, 3 ,10th Pass,32,MUMBAI SOUTH CENTRAL
Aditya Rajan Shirodkar,MNS, 6 ,Graduate,29,MUMBAI SOUTH CENTRAL
Aiyyar Ganesh Rangayya,BSP,0,Graduate Professional,49,MUMBAI SOUTH CENTRAL
Aslam Hanif Khot,Peace Party,0,8th Pass,49,MUMBAI SOUTH CENTRAL
Dilip Bhausaheb Gaikwad,IND,0,Illiterate,40,MUMBAI SOUTH CENTRAL
Gaikwad Eknath Mahadeo,INC,0,10th Pass,74,MUMBAI SOUTH CENTRAL
Ganesh Bhimrao Budhe,IND,0,12th Pass,35,MUMBAI SOUTH CENTRAL
Hussain Akbar Sayyed,Bahujan Mukti Party,0,5th Pass,43,MUMBAI SOUTH CENTRAL
Khan Siraj Ahmad Sarajun Hak,IND, 7 ,5th Pass,42,MUMBAI SOUTH CENTRAL
Mahendra Tulshiram Bhingardive,IND,0,Graduate,37,MUMBAI SOUTH CENTRAL
Martis Clifard Lorence,IND,0,Graduate Professional,61,MUMBAI SOUTH CENTRAL
Moin Sohil Sayyad,IND,0,5th Pass,25,MUMBAI SOUTH CENTRAL
Noor Mohammed Khan,IND, 1 ,10th Pass,59,MUMBAI SOUTH CENTRAL
Pal Jitendra Kumar Nanaku,IND,0,12th Pass,42,MUMBAI SOUTH CENTRAL
Sable Namdev Sahebrao,IND,0,Graduate,49,MUMBAI SOUTH CENTRAL
Sanghapal Hirachand Gadekar,Ambedkarite Party of India,0,Graduate,35,MUMBAI SOUTH CENTRAL
Selvakumar Perin Baraj Nadar,IND,0,5th Pass,35,MUMBAI SOUTH CENTRAL
Shinde Sarjerao Mahadev,IND,0,Post Graduate,58,MUMBAI SOUTH CENTRAL
Sundar Balkrishnan,AAP,0,Post Graduate,53,MUMBAI SOUTH CENTRAL
Vaishali Surendra Borde,IND,0,Graduate Professional,30,MUMBAI SOUTH CENTRAL
Gadkari Nitin Jairam,BJP, 4 ,Graduate Professional,56,NAGPUR
Ajaj Julmoin Khan (ajaj Khan),IND, 1 ,12th Pass,46,NAGPUR
Anita Nagdigambar Tekam,IND,0,8th Pass,35,NAGPUR
Anjali Anish Damania,AAP,0,Graduate Professional,45,NAGPUR
Ateeque Ahmad Mohd. Badiujjama,IND, 2 ,10th Pass,55,NAGPUR
Baburao Damaduji Meshram,IND,0,12th Pass,65,NAGPUR
Banjare Babulal Sundarlal,IND,0,10th Pass,50,NAGPUR
Bashir Khan Ramzan Khan,Minorities Democratic Party,0,Graduate,61,NAGPUR
Borkar Ravindra,IND,0,10th Pass,44,NAGPUR
Chanda Manwatkar,IND,0,12th Pass,35,NAGPUR
Dharmendra Wasudeorao Mandlik,Hindustan Janta Party,0,Post Graduate,42,NAGPUR
Dhiraj Jaidev Gajbhiye,IND,0,12th Pass,38,NAGPUR
Dilip Narayan,IND,0,Others,55,NAGPUR
Dr. Pradeep Rambhau Nagrale,Ambedkarite Party of India,0,Graduate Professional,41,NAGPUR
Gaikwad Mohan Ramrao,BSP,0,Doctorate,43,NAGPUR
Gaus Mohammed Sheikh Ayyub Sheikh,IND,0,10th Pass,28,NAGPUR
Kavita Vinod Kumar Tibdiwal (agrawal),IND,0,Post Graduate,38,NAGPUR
Mohan Marotrao Karemore,IND,0,10th Pass,53,NAGPUR
Mohd. Javed Mohd Mustak,Democratic Secular Party,0,12th Pass,40,NAGPUR
Muttemwar Vilasrao Baburao,INC,0,Graduate,65,NAGPUR
Pankaj Prafulkumar Bhansali,IND,0,12th Pass,40,NAGPUR
Phusey Ghanshyam Ramaji,RPI,0,Graduate,59,NAGPUR
Rajendrakumar Punjabrao Kanphade,IND,0,Graduate,60,NAGPUR
Rajesh Suresh Sadhankar,IND,0,Not Given,36,NAGPUR
Rammurti Keshvrao Chimote,GGP,0,12th Pass,45,NAGPUR
Ramteke Jivan Namdeorao,IND,0,10th Pass,45,NAGPUR
Senapati Uttam Sapan,IND, 1 ,5th Pass,34,NAGPUR
Shahid Sharif,JD(U),0,Graduate,42,NAGPUR
Shakil Wasi Ahamad,IND,0,Not Given,52,NAGPUR
Shridhar Salve,IND,0,12th Pass,43,NAGPUR
Somkuvar Vijay Sitaram,IND,0,Not Given,46,NAGPUR
Sunil Dattu Pendor,Bahujan Mukti Party,0,Post Graduate,34,NAGPUR
Suresh Udhavrao Shinde,IND,0,Graduate Professional,45,NAGPUR
Shri Chavan Ashokrao Shankarrao,INC,0,Post Graduate,55,NANDED
Adv. Deelip Kulkarni,IND,0,Graduate Professional,46,NANDED
Altaf Ahamad Iqbal Ahmad,IUML,0,Graduate,48,NANDED
Bochare Shankar Mahadji,IND,0,10th Pass,65,NANDED
Feroz Khan Gazi,IND,0,12th Pass,49,NANDED
Ghunnar Prakash Vitthalrao,IND,0,12th Pass,55,NANDED
Granthi Narendrasingh Anmolsingh,AAP,0,Graduate,43,NANDED
Hanumante Dhondopant Nagorao,IND,0,Post Graduate,42,NANDED
Hanumante Vijay Chandrao,IND,0,8th Pass,40,NANDED
Mohd. Maroof Ab. Rauf,IND,0,12th Pass,33,NANDED
Pathan Jafar Ali Kha Md. Ali Kha,IND,0,12th Pass,72,NANDED
Pawar (patil) Digambar Bapuji,BJP,0,12th Pass,62,NANDED
Rajratna Ambedkar,Bahujan Mukti Party,0,Post Graduate,31,NANDED
Ramchandra Gangaram Bharande,IND,0,Post Graduate,37,NANDED
Ramchandra Gyanoba Sawant,Bharipa Bahujan Mahasangha,0,10th Pass,61,NANDED
Sayyad Tanvir Sayyad Hamja,Majlis Bachao Tahreek,0,8th Pass,31,NANDED
Shaikh Afajaloddin Azimoddin,Lok Bharati,0,Not Given,36,NANDED
Shinde Balaji Vishwanathrao,SP,0,Graduate Professional,54,NANDED
Sontakke Laxman Kishan,IND,0,12th Pass,52,NANDED
Suryawanshi Dattaram Balaji,IND,0,8th Pass,47,NANDED
Vaidy Hansraj Dadarao,BSP,0,Graduate Professional,66,NANDED
Venugopal Shastri Tumuluri,IND,0,Graduate Professional,40,NANDED
Wadje Panjab Shrihari,IND, 7 ,Graduate,52,NANDED
Dr.gavit Heena Vaijaykumar,BJP,0,Graduate Professional,26,NANDURBAR
